2026-03-14 12:51:09,065 INFO  __main__ — nRNA groups (100):
2026-03-14 12:51:09,065 INFO  __main__ —   N19: ['T19'] (+-strand, 312227–314222, carrier=T19)
2026-03-14 12:51:09,065 INFO  __main__ —   N06: ['T06'] (--strand, 104032–106070, carrier=T06)
2026-03-14 12:51:09,065 INFO  __main__ —   N16: ['T16'] (--strand, 262377–264482, carrier=T16)
2026-03-14 12:51:09,065 INFO  __main__ —   N47: ['T47'] (+-strand, 738566–740765, carrier=T47)
2026-03-14 12:51:09,065 INFO  __main__ —   N53: ['T53'] (+-strand, 838158–840524, carrier=T53)
2026-03-14 12:51:09,065 INFO  __main__ —   N38: ['T38'] (--strand, 604197–606642, carrier=T38)
2026-03-14 12:51:09,065 INFO  __main__ —   N45: ['T45'] (+-strand, 709936–712564, carrier=T45)
2026-03-14 12:51:09,065 INFO  __main__ —   N08: ['T08'] (--strand, 134645–137282, carrier=T08)
2026-03-14 12:51:09,065 INFO  __main__ —   N41: ['T41'] (+-strand, 649338–652003, carrier=T41)
2026-03-14 12:51:09,065 INFO  __main__ —   N24: ['T24'] (--strand, 384883–387661, carrier=T24)
2026-03-14 12:51:09,065 INFO  __main__ —   N33: ['T33'] (+-strand, 531447–534321, carrier=T33)
2026-03-14 12:51:09,065 INFO  __main__ —   N54: ['T54'] (--strand, 852096–855007, carrier=T54)
2026-03-14 12:51:09,065 INFO  __main__ —   N10: ['T10'] (--strand, 163960–166993, carrier=T10)
2026-03-14 12:51:09,065 INFO  __main__ —   N50: ['T50'] (--strand, 782581–785930, carrier=T50)
2026-03-14 12:51:09,065 INFO  __main__ —   N36: ['T36'] (--strand, 576626–579984, carrier=T36)
2026-03-14 12:51:09,065 INFO  __main__ —   N23: ['T23'] (+-strand, 371941–375361, carrier=T23)
2026-03-14 12:51:09,065 INFO  __main__ —   N30: ['T30'] (--strand, 484227–487705, carrier=T30)
2026-03-14 12:51:09,065 INFO  __main__ —   N31: ['T31'] (+-strand, 498039–501552, carrier=T31)
2026-03-14 12:51:09,065 INFO  __main__ —   N46: ['T46'] (--strand, 724419–728066, carrier=T46)
2026-03-14 12:51:09,065 INFO  __main__ —   N56: ['T56'] (--strand, 881272–884958, carrier=T56)
2026-03-14 12:51:09,065 INFO  __main__ —   N22: ['T22'] (--strand, 355874–359591, carrier=T22)
2026-03-14 12:51:09,065 INFO  __main__ —   N43: ['T43'] (+-strand, 680551–684366, carrier=T43)
2026-03-14 12:51:09,065 INFO  __main__ —   N58: ['T58'] (--strand, 911206–915081, carrier=T58)
2026-03-14 12:51:09,065 INFO  __main__ —   N12: ['T12'] (--strand, 198548–202549, carrier=T12)
2026-03-14 12:51:09,065 INFO  __main__ —   N13: ['T13'] (+-strand, 214018–218071, carrier=T13)
2026-03-14 12:51:09,065 INFO  __main__ —   N55: ['T55'] (+-strand, 866540–870701, carrier=T55)
2026-03-14 12:51:09,065 INFO  __main__ —   N21: ['T21'] (+-strand, 341037–345305, carrier=T21)
2026-03-14 12:51:09,065 INFO  __main__ —   N39: ['T39'] (+-strand, 614937–619343, carrier=T39)
2026-03-14 12:51:09,065 INFO  __main__ —   N35: ['T35'] (+-strand, 561928–566360, carrier=T35)
2026-03-14 12:51:09,065 INFO  __main__ —   N03: ['T03'] (+-strand, 52991–57516, carrier=T03)
2026-03-14 12:51:09,065 INFO  __main__ —   N14: ['T14'] (--strand, 229369–234067, carrier=T14)
2026-03-14 12:51:09,065 INFO  __main__ —   N25: ['T25'] (+-strand, 397587–402305, carrier=T25)
2026-03-14 12:51:09,065 INFO  __main__ —   N02: ['T02'] (--strand, 35698–40488, carrier=T02)
2026-03-14 12:51:09,065 INFO  __main__ —   N27: ['T27'] (+-strand, 431076–436235, carrier=T27)
2026-03-14 12:51:09,065 INFO  __main__ —   N28: ['T28'] (--strand, 449522–454742, carrier=T28)
2026-03-14 12:51:09,065 INFO  __main__ —   N51: ['T51'] (+-strand, 798686–804111, carrier=T51)
2026-03-14 12:51:09,065 INFO  __main__ —   N48: ['T48'] (--strand, 750347–756183, carrier=T48)
2026-03-14 12:51:09,065 INFO  __main__ —   N15: ['T15'] (+-strand, 246460–252331, carrier=T15)
2026-03-14 12:51:09,065 INFO  __main__ —   N40: ['T40'] (--strand, 629868–635751, carrier=T40)
2026-03-14 12:51:09,065 INFO  __main__ —   N09: ['T09'] (+-strand, 145539–151984, carrier=T09)
2026-03-14 12:51:09,065 INFO  __main__ —   N04: ['T04'] (--strand, 70485–77043, carrier=T04)
2026-03-14 12:51:09,065 INFO  __main__ —   N26: ['T26'] (--strand, 410976–417590, carrier=T26)
2026-03-14 12:51:09,065 INFO  __main__ —   N42: ['T42'] (--strand, 664589–671220, carrier=T42)
2026-03-14 12:51:09,065 INFO  __main__ —   N57: ['T57'] (+-strand, 895491–902164, carrier=T57)
2026-03-14 12:51:09,065 INFO  __main__ —   N44: ['T44'] (--strand, 693835–700632, carrier=T44)
2026-03-14 12:51:09,065 INFO  __main__ —   N29: ['T29'] (+-strand, 466496–473368, carrier=T29)
2026-03-14 12:51:09,065 INFO  __main__ —   N18: ['T18'] (--strand, 296729–303747, carrier=T18)
2026-03-14 12:51:09,065 INFO  __main__ —   N01: ['T01'] (+-strand, 19607–26668, carrier=T01)
2026-03-14 12:51:09,065 INFO  __main__ —   N37: ['T37'] (+-strand, 589055–596118, carrier=T37)
2026-03-14 12:51:09,065 INFO  __main__ —   N20: ['T20'] (--strand, 324394–331482, carrier=T20)
2026-03-14 12:51:09,065 INFO  __main__ —   N59: ['T59'] (+-strand, 924506–931637, carrier=T59)
2026-03-14 12:51:09,065 INFO  __main__ —   N07: ['T07'] (+-strand, 114242–121476, carrier=T07)
2026-03-14 12:51:09,065 INFO  __main__ —   N52: ['T52'] (--strand, 818079–825435, carrier=T52)
2026-03-14 12:51:09,065 INFO  __main__ —   N05: ['T05'] (+-strand, 87596–95041, carrier=T05)
2026-03-14 12:51:09,065 INFO  __main__ —   N17: ['T17'] (+-strand, 277824–285400, carrier=T17)
2026-03-14 12:51:09,065 INFO  __main__ —   N32: ['T32'] (--strand, 514909–522502, carrier=T32)
2026-03-14 12:51:09,065 INFO  __main__ —   N49: ['T49'] (+-strand, 766469–774355, carrier=T49)
2026-03-14 12:51:09,066 INFO  __main__ —   N34: ['T34'] (--strand, 544629–553512, carrier=T34)
2026-03-14 12:51:09,066 INFO  __main__ —   N60: ['T60'] (--strand, 943158–952433, carrier=T60)
2026-03-14 12:51:09,066 INFO  __main__ —   N11: ['T11'] (+-strand, 179670–189776, carrier=T11)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U01: ['U01'] (+-strand, 964309–966820, carrier=U01)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U03: ['U03'] (+-strand, 996587–998251, carrier=U03)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U05: ['U05'] (+-strand, 1032816–1038682, carrier=U05)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U07: ['U07'] (+-strand, 1067144–1071120, carrier=U07)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U09: ['U09'] (+-strand, 1100253–1111275, carrier=U09)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U11: ['U11'] (+-strand, 1140820–1144799, carrier=U11)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U13: ['U13'] (+-strand, 1176895–1183013, carrier=U13)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U15: ['U15'] (+-strand, 1208768–1211632, carrier=U15)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U17: ['U17'] (+-strand, 1239808–1245937, carrier=U17)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U19: ['U19'] (+-strand, 1273700–1282680, carrier=U19)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U21: ['U21'] (+-strand, 1309222–1313273, carrier=U21)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U23: ['U23'] (+-strand, 1340854–1347194, carrier=U23)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U25: ['U25'] (+-strand, 1371400–1378331, carrier=U25)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U27: ['U27'] (+-strand, 1397956–1401909, carrier=U27)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U29: ['U29'] (+-strand, 1432862–1441354, carrier=U29)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U31: ['U31'] (+-strand, 1471659–1476252, carrier=U31)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U33: ['U33'] (+-strand, 1507230–1514429, carrier=U33)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U35: ['U35'] (+-strand, 1541870–1545646, carrier=U35)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U37: ['U37'] (+-strand, 1572803–1580718, carrier=U37)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U39: ['U39'] (+-strand, 1614558–1619012, carrier=U39)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U02: ['U02'] (--strand, 979042–986956, carrier=U02)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U04: ['U04'] (--strand, 1010143–1019112, carrier=U04)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U06: ['U06'] (--strand, 1052315–1055662, carrier=U06)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U08: ['U08'] (--strand, 1079531–1087902, carrier=U08)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U10: ['U10'] (--strand, 1123763–1130697, carrier=U10)
2026-03-14 12:51:09,066 INFO  __main__ —   nrna_U12: ['U12'] (--strand, 1157069–1163050, carrier=U12)
