locus_id	locus_key	qname	true_source	predicted_detail	chrom	fragment_start_1based	fragment_end	read_start_1based	read_end	cigar	template_length	mapq	is_reverse	mate_is_reverse	nh	nm	as	zf	zw	zc	zs	zl	zt	zg	zr	target_label
3	chr2:3	A00839:75:H7MFFDSXY:3:2324:24279:31955	gdna	mrna	chr2	202765716	202765969	202765820	202765969	150M	-254	255	True	False	1	0	298	3	0.9696058630943298	ambig_same_strand	unspliced	3	ENST00000392238.3	ENSG00000138439.12	FAM117B	mRNA FAM117B ENST00000392238.3
3	chr2:3	A00839:75:H7MFFDSXY:3:1265:27353:27696	gdna	nrna	chr2	70964870	70965128	70964979	70965128	150M	-259	255	True	False	1	0	298	25	0.06471370905637741	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr2_1_70935920_70965401	RIGEL_NRNA_chr2_1_70935920_70965401		nRNA chr2:70,935,920-70,965,401(+)
3	chr2:3	A00839:75:H7MFFDSXY:3:2171:22444:6950	gdna	mrna	chr2	108775607	108775927	108775778	108775927	150M	-321	255	True	False	1	0	298	3	0.019881365820765495	ambig_same_strand	unspliced	3	ENST00000697749.1	ENSG00000153201.17	RANBP2	mRNA RANBP2 ENST00000697749.1
3	chr2:3	A00839:75:H7MFFDSXY:3:2571:30174:27696	gdna	nrna	chr2	178635925	178636234	178636085	178636234	150M	-310	255	True	False	1	0	298	25	0.6275390982627869	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr2_1_178523417_178776534	RIGEL_NRNA_chr2_1_178523417_178776534		nRNA chr2:178,523,417-178,776,534(+)
3	chr1:3	A00839:75:H7MFFDSXY:3:1376:18304:15781	gdna	nrna	chr1	109750676	109750856	109750676	109750825	150M	181	255	False	True	1	0	298	25	0.7252898216247559	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr1_2_109750355_109751546	RIGEL_NRNA_chr1_2_109750355_109751546		nRNA chr1:109,750,355-109,751,546(-)
3	chr1:3	A00839:75:H7MFFDSXY:3:1436:25536:12712	gdna	mrna	chr1	152350515	152350871	152350515	152350664	150M	357	255	False	True	1	0	298	3	0.6577302813529968	ambig_opp_strand	unspliced	3	ENST00000388718.5	ENSG00000143520.6	FLG2	mRNA FLG2 ENST00000388718.5
3	chr1:3	A00839:75:H7MFFDSXY:3:2130:1289:21762	gdna	nrna	chr1	152353387	152353563	152353414	152353563	150M	-177	255	True	False	1	1	294	25	0.9367368817329407	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr1_1_152335378_152364080	RIGEL_NRNA_chr1_1_152335378_152364080		nRNA chr1:152,335,378-152,364,080(+)
3	chr1:3	A00839:75:H7MFFDSXY:3:2674:3161:10441	gdna	nrna	chr1	152351717	152351998	152351849	152351998	150M	-282	255	True	False	1	0	298	25	0.9113338589668274	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr1_1_152335378_152364080	RIGEL_NRNA_chr1_1_152335378_152364080		nRNA chr1:152,335,378-152,364,080(+)
3	chr7:3	A00839:75:H7MFFDSXY:3:2571:8169:34898	gdna	nrna	chr7	117297519	117297759	117297519	117297668	150M	241	255	False	True	1	0	298	25	0.5559603571891785	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr7_2_117277530_117323114	RIGEL_NRNA_chr7_2_117277530_117323114		nRNA chr7:117,277,530-117,323,114(-)
3	chr7:3	A00839:75:H7MFFDSXY:3:1342:15275:5963	gdna	nrna	chr7	37920560	37920725	37920576	37920725	150M	-166	255	True	False	1	0	298	25	0.19380192458629608	ambig_opp_strand	unspliced	3	RIGEL_NRNA_chr7_1_37683842_37950412	RIGEL_NRNA_chr7_1_37683842_37950412		nRNA chr7:37,683,842-37,950,412(+)
